ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,NO_OF_VEHICLES,NO_PERSONS_KILLED,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_NOT_INJ,NO_PERSONS,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA
T20120000275,2012-01-05,03:30:00,4,Collision with a fixed object,5,Thursday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,5,248310,1,1,0,0,0,1,1,5,Not at intersection,1,100,Arterial Highway
T20120000304,2012-01-05,16:10:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,48369,4,0,0,1,5,6,1,2,T intersection,3,70,Arterial Highway
T20120000300,2012-01-05,15:45:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,1,248826,2,0,1,0,4,5,1,2,T intersection,2,60,Arterial Other
T20120000293,2012-01-05,15:20:00,1,Collision with vehicle,5,Thursday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,273224,2,0,0,3,1,4,1,5,Not at intersection,3,70,Arterial Other
T20120000286,2012-01-05,15:05:00,2,Struck Pedestrian,5,Thursday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,513,1,0,0,1,2,3,1,1,Cross intersection,3,60,Local Road
T20120000285,2012-01-05,13:00:00,1,Collision with vehicle,5,Thursday,131,LEFT REAR,1,250357,2,0,0,1,1,2,1,1,Cross intersection,3,100,Arterial Other
T20120000279,2012-01-05,10:55:00,1,Collision with vehicle,5,Thursday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,42572,2,0,1,0,2,3,1,1,Cross intersection,2,80,Arterial Highway
T20120002684,2012-01-05,16:30:00,1,Collision with vehicle,5,Thursday,142,LEAVING PARKING,1,249421,2,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road
T20120000531,2012-01-06,17:00:00,8,No collision and no object struck,6,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,248918,1,0,0,1,0,1,2,5,Not at intersection,3,80,Arterial Other
T20120000424,2012-01-06,17:40:00,1,Collision with vehicle,6,Friday,132,RIGHT REAR.,1,46494,2,0,0,1,1,2,1,2,T intersection,3,60,Local Road
T20120000375,2012-01-06,12:30:00,4,Collision with a fixed object,6,Friday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,273228,1,0,0,1,0,1,1,5,Not at intersection,3,100,
T20120002355,2012-01-06,16:30:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,376,3,0,0,1,2,3,2,2,T intersection,3,60,Arterial Highway
T20120000371,2012-01-06,12:30:00,1,Collision with vehicle,6,Friday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,248855,2,0,1,0,1,2,1,2,T intersection,2,50,Local Road
T20120000461,2012-01-06,13:30:00,4,Collision with a fixed object,6,Friday,175,OFF END OF ROAD/T-INTERSECTION.,1,248890,1,0,1,0,0,1,2,2,T intersection,2,50,Local Road
T20120000400,2012-01-06,23:26:00,4,Collision with a fixed object,6,Friday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,248871,1,0,0,1,0,1,2,5,Not at intersection,3,80,Arterial Highway
T20120000367,2012-01-06,12:45:00,1,Collision with vehicle,6,Friday,121,RIGHT THROUGH,1,35876,2,0,0,1,1,2,1,4,Multiple intersection,3,60,Freeway
T20120000396,2012-01-06,20:49:00,7,Fall from or in moving vehicle,6,Friday,190,FELL IN/FROM VEHICLE,1,248870,1,0,1,0,2,3,1,5,Not at intersection,2,60,Local Road
T20120000800,2012-01-06,07:55:00,6,Vehicle overturned (no collision),6,Friday,172,OFF CARRIAGEWAY TO RIGHT,1,273231,1,0,0,1,0,1,1,5,Not at intersection,3,100,Arterial Highway
T20120000391,2012-01-06,19:40:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,25755,2,0,0,1,1,2,1,1,Cross intersection,3,50,Local Road
T20120000334,2012-01-06,03:47:00,2,Struck Pedestrian,6,Friday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,3,66220,1,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other
T20120000338,2012-01-06,04:36:00,4,Collision with a fixed object,5,Friday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,604074,1,0,1,1,3,5,1,5,Not at intersection,2,60,Freeway
T20120000342,2012-01-06,05:55:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),2,273227,2,0,1,0,1,2,1,5,Not at intersection,2,100,Arterial Other
T20120000645,2012-01-06,11:35:00,1,Collision with vehicle,6,Friday,120,HEAD ON (NOT OVERTAKING),1,249500,3,0,2,1,1,4,1,5,Not at intersection,2,80,Arterial Highway
T20120000650,2012-01-06,17:15:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,53184,2,0,0,1,1,2,2,4,Multiple intersection,3,50,Arterial Other
T20120000390,2012-01-06,18:30:00,1,Collision with vehicle,6,Friday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,273229,2,0,0,1,1,2,1,5,Not at intersection,3,80,Freeway
T20120000477,2012-01-06,22:30:00,8,No collision and no object struck,6,Friday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,3,44310,1,0,0,1,0,1,1,1,Cross intersection,3,60,Arterial Other
T20120002415,2012-01-06,06:48:00,8,No collision and no object struck,6,Friday,170,OFF CARRIAGEWAY TO LEFT,1,142,1,0,0,1,0,1,1,2,T intersection,3,60,Arterial Other
T20120000356,2012-01-06,06:30:00,4,Collision with a fixed object,5,Friday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,354379,1,0,1,0,0,1,1,5,Not at intersection,2,80,Local Road
T20120000388,2012-01-06,17:50:00,4,Collision with a fixed object,6,Friday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,248980,1,0,1,0,0,1,1,5,Not at intersection,2,80,Local Road
T20120001550,2012-01-06,16:00:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,249151,2,0,1,0,1,2,1,5,Not at intersection,2,60,Arterial Highway
T20120001116,2012-01-06,16:35:00,1,Collision with vehicle,6,Friday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,45124,2,0,1,0,2,3,2,2,T intersection,2,80,Arterial Highway
T20120007894,2012-01-06,17:00:00,8,No collision and no object struck,6,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,48006,2,0,0,1,1,2,2,2,T intersection,3,999,Arterial Other
T20120001190,2012-01-06,17:40:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,30407,2,0,0,1,1,2,1,1,Cross intersection,3,80,Arterial Other
T20120000429,2012-01-06,15:30:00,8,No collision and no object struck,6,Friday,189,OTHER ACCIDENTS ON CURVE NOT INCLUDED IN DCAs 180-184,1,248877,1,0,0,1,0,1,2,2,T intersection,3,100,Arterial Other
T20120000428,2012-01-06,20:00:00,8,No collision and no object struck,6,Friday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),2,273230,1,0,0,1,0,1,2,5,Not at intersection,3,60,Local Road
T20120000425,2012-01-06,09:30:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,248874,2,0,0,1,3,4,1,5,Not at intersection,3,70,Local Road
T20120000382,2012-01-06,16:10:00,6,Vehicle overturned (no collision),6,Friday,180,OFF CARRIAGEWAY ON RIGHT BEND,1,248866,1,0,0,1,0,1,1,5,Not at intersection,3,50,Local Road
T20120000434,2012-01-07,11:15:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,273237,2,0,0,1,1,2,1,5,Not at intersection,3,60,Local Road
T20120000417,2012-01-07,05:45:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),2,37818,2,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Other
T20120000465,2012-01-07,18:37:00,1,Collision with vehicle,7,Saturday,131,LEFT REAR,1,252796,2,0,0,1,2,3,1,2,T intersection,3,60,
T20120000447,2012-01-07,12:00:00,8,No collision and no object struck,7,Saturday,184,OUT OF CONTROL ON CARRIAGEWAY (ON BEND),1,248882,1,0,0,1,0,1,1,5,Not at intersection,3,100,Arterial Other
T20120000436,2012-01-07,11:55:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,273235,5,0,0,4,10,14,1,5,Not at intersection,3,60,Arterial Highway
T20120000560,2012-01-07,14:25:00,8,No collision and no object struck,7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,246373,1,0,1,0,0,1,2,2,T intersection,2,999,
T20120000466,2012-01-07,18:00:00,4,Collision with a fixed object,7,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,248891,1,0,0,1,0,1,1,5,Not at intersection,3,80,Local Road
T20120000944,2012-01-07,07:05:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,1,37321,2,0,0,1,1,2,2,2,T intersection,3,60,Arterial Other
T20120000435,2012-01-07,11:58:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,1,69132,2,0,1,0,1,2,1,4,Multiple intersection,2,80,Arterial Highway
T20120013625,2012-01-07,19:45:00,1,Collision with vehicle,7,Saturday,116,LEFT NEAR (INTERSECTIONS ONLY),1,252921,2,0,0,1,1,2,2,2,T intersection,3,60,Arterial Highway
T20120000833,2012-01-07,13:55:00,1,Collision with vehicle,7,Saturday,132,RIGHT REAR.,1,248970,2,0,1,0,2,3,1,2,T intersection,2,100,Arterial Highway
T20120000475,2012-01-07,21:25:00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,273240,1,0,1,0,2,3,1,5,Not at intersection,2,60,Arterial Other
T20120000501,2012-01-07,14:00:00,8,No collision and no object struck,7,Saturday,180,OFF CARRIAGEWAY ON RIGHT BEND,1,273239,1,0,0,1,0,1,1,5,Not at intersection,3,100,Arterial Other
T20120000925,2012-01-07,08:50:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,29447,2,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Other
T20120000458,2012-01-07,14:10:00,4,Collision with a fixed object,7,Saturday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,1,277051,1,1,0,0,0,1,1,5,Not at intersection,1,100,Arterial Other
T20120004943,2012-01-07,01:00:00,4,Collision with a fixed object,7,Saturday,189,OTHER ACCIDENTS ON CURVE NOT INCLUDED IN DCAs 180-184,5,250125,1,0,0,1,0,1,2,5,Not at intersection,3,100,Arterial Other
T20120000476,2012-01-07,23:30:00,4,Collision with a fixed object,7,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,248892,1,0,2,0,0,2,1,5,Not at intersection,2,80,Arterial Other
T20120000457,2012-01-07,17:37:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,40951,3,0,0,2,1,3,1,1,Cross intersection,3,60,Arterial Other
T20120000453,2012-01-07,07:02:00,4,Collision with a fixed object,7,Saturday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,273236,1,0,0,1,0,1,1,5,Not at intersection,3,110,Freeway
T20120000452,2012-01-07,14:15:00,1,Collision with vehicle,7,Saturday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,50424,2,0,0,1,2,3,1,2,T intersection,3,80,Arterial Highway
T20120000449,2012-01-07,16:00:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),1,248884,2,0,0,1,1,2,2,5,Not at intersection,3,70,Arterial Other
T20120000403,2012-01-07,00:30:00,1,Collision with vehicle,7,Saturday,154,PULLING OUT -REAR END,5,273233,2,0,1,0,1,2,1,5,Not at intersection,2,100,Arterial Other
T20120000404,2012-01-07,00:17:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,53300,2,0,0,3,1,4,1,1,Cross intersection,3,60,Arterial Highway
T20120000410,2012-01-07,01:50:00,1,Collision with vehicle,7,Saturday,130,REAR END(VEHICLES IN SAME LANE),5,354380,2,0,1,0,1,2,1,5,Not at intersection,2,100,Freeway
T20120000411,2012-01-07,01:10:00,1,Collision with vehicle,6,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,29447,3,0,1,0,3,4,1,1,Cross intersection,2,60,Arterial Other
T20120000414,2012-01-07,04:50:00,4,Collision with a fixed object,7,Saturday,175,OFF END OF ROAD/T-INTERSECTION.,3,223435,1,0,0,1,0,1,1,2,T intersection,3,60,Local Road
T20120000422,2012-01-07,08:25:00,1,Collision with vehicle,6,Saturday,136,RIGHT TURN SIDESWIPE,1,354255,2,0,1,0,1,2,1,5,Not at intersection,2,50,Local Road
T20120000427,2012-01-07,09:10:00,1,Collision with vehicle,7,Saturday,132,RIGHT REAR.,1,43734,2,0,0,1,2,3,2,1,Cross intersection,3,60,Local Road
T20120000430,2012-01-07,10:51:00,1,Collision with vehicle,7,Saturday,150,HEAD ON(OVERTAKING),1,249890,3,0,1,1,3,5,1,5,Not at intersection,2,60,Arterial Other
T20120000431,2012-01-07,11:06:00,1,Collision with vehicle,7,Saturday,120,HEAD ON (NOT OVERTAKING),1,249104,2,0,0,1,5,6,1,5,Not at intersection,3,60,Arterial Highway
T20120000433,2012-01-07,07:00:00,4,Collision with a fixed object,7,Saturday,175,OFF END OF ROAD/T-INTERSECTION.,1,35263,1,0,0,1,0,1,1,2,T intersection,3,80,Arterial Highway
T20120000541,2012-01-08,21:24:00,1,Collision with vehicle,1,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,45375,2,0,1,0,3,4,1,1,Cross intersection,2,60,Arterial Other
T20120000540,2012-01-08,20:28:00,1,Collision with vehicle,1,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),2,57527,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Highway
T20120000506,2012-01-08,13:15:00,2,Struck Pedestrian,1,Sunday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,1,207,1,0,0,1,1,2,1,1,Cross intersection,3,50,Arterial Other
T20120000507,2012-01-08,12:45:00,1,Collision with vehicle,1,Sunday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,43090,6,0,0,3,6,9,1,1,Cross intersection,3,60,Arterial Highway
T20120000510,2012-01-08,12:50:00,1,Collision with vehicle,1,Sunday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,36349,2,0,1,2,0,3,1,2,T intersection,2,60,Arterial Other
T20120000519,2012-01-08,14:14:00,4,Collision with a fixed object,1,Sunday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,273244,1,0,0,1,0,1,1,5,Not at intersection,3,100,Arterial Other
T20120000527,2012-01-08,16:35:00,1,Collision with vehicle,1,Sunday,121,RIGHT THROUGH,1,40764,2,0,0,3,0,3,1,1,Cross intersection,3,70,Arterial Other
T20120000539,2012-01-08,18:50:00,1,Collision with vehicle,1,Sunday,121,RIGHT THROUGH,2,44624,2,0,0,2,1,3,1,2,T intersection,3,60,Arterial Other
T20120000529,2012-01-08,16:30:00,4,Collision with a fixed object,1,Sunday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,793,2,0,0,2,1,3,1,1,Cross intersection,3,80,Arterial Highway
T20120003896,2012-01-08,11:30:00,8,No collision and no object struck,1,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,273243,1,0,0,1,0,1,2,5,Not at intersection,3,999,Arterial Highway
T20120000615,2012-01-08,19:30:00,1,Collision with vehicle,0,Sunday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),6,273242,2,0,0,1,1,2,2,5,Not at intersection,3,50,Local Road
T20120013279,2012-01-08,12:30:00,8,No collision and no object struck,1,Sunday,170,OFF CARRIAGEWAY TO LEFT,1,354560,1,0,1,0,0,1,2,2,T intersection,2,100,Arterial Highway
T20120002286,2012-01-08,12:15:00,8,No collision and no object struck,1,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,249329,1,0,0,1,0,1,1,2,T intersection,3,999,Local Road
T20120008083,2012-01-08,03:29:00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE),6,38220,2,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Other
T20120000484,2012-01-08,02:15:00,4,Collision with a fixed object,1,Sunday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,5,49581,1,0,0,1,0,1,1,2,T intersection,3,75,Arterial Other
T20120000492,2012-01-08,06:15:00,4,Collision with a fixed object,1,Sunday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,2,249375,1,0,0,1,0,1,1,5,Not at intersection,3,50,Local Road
T20120000493,2012-01-08,08:50:00,8,No collision and no object struck,1,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,273241,1,0,0,1,0,1,1,5,Not at intersection,3,60,Arterial Other
T20120000498,2012-01-08,09:05:00,4,Collision with a fixed object,1,Sunday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,248907,1,0,0,1,0,1,1,5,Not at intersection,3,100,Freeway
T20120000499,2012-01-08,10:06:00,4,Collision with a fixed object,1,Sunday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,249285,1,0,0,1,0,1,1,4,Multiple intersection,3,40,Local Road
T20120000537,2012-01-08,15:30:00,1,Collision with vehicle,1,Sunday,143,ENTERING PARKING,1,65783,2,0,0,2,6,8,2,5,Not at intersection,3,50,Local Road
T20120000579,2012-01-08,14:25:00,1,Collision with vehicle,1,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,238583,2,0,0,1,2,3,1,1,Cross intersection,3,50,Arterial Other
T20120000480,2012-01-08,03:30:00,8,No collision and no object struck,1,Sunday,170,OFF CARRIAGEWAY TO LEFT,3,248900,1,0,0,1,0,1,1,2,T intersection,3,50,Local Road
T20120027417,2012-01-08,13:30:00,1,Collision with vehicle,1,Sunday,131,LEFT REAR,1,43631,2,0,0,2,3,5,2,1,Cross intersection,3,80,Arterial Highway
T20120000485,2012-01-08,04:20:00,1,Collision with vehicle,1,Sunday,121,RIGHT THROUGH,3,29413,2,0,1,2,0,3,1,1,Cross intersection,2,60,Arterial Other
T20120000486,2012-01-08,02:05:00,1,Collision with vehicle,1,Sunday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,3,248903,2,0,0,1,1,2,1,5,Not at intersection,3,60,Arterial Other
T20120000533,2012-01-08,18:20:00,1,Collision with vehicle,1,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,58095,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Highway
T20120000487,2012-01-08,06:08:00,1,Collision with vehicle,1,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),2,36210,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Other
T20120000502,2012-01-08,10:42:00,1,Collision with vehicle,1,Sunday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,248912,2,0,1,0,0,1,1,5,Not at intersection,2,70,Arterial Other
T20120000543,2012-01-08,21:20:00,3,Struck animal,1,Sunday,167,STRUCK ANIMAL,5,248924,1,0,0,1,0,1,1,5,Not at intersection,3,100,Arterial Other
T20120000505,2012-01-08,09:50:00,2,Struck Pedestrian,1,Sunday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,1,273245,1,0,0,1,1,2,2,5,Not at intersection,3,999,Local Road
T20120000621,2012-01-09,20:30:00,4,Collision with a fixed object,2,Monday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,2,273255,1,0,2,0,0,2,1,5,Not at intersection,2,100,Local Road
T20120000620,2012-01-09,22:12:00,8,No collision and no object struck,2,Monday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,3,248956,1,0,0,1,3,4,1,2,T intersection,3,50,Local Road
T20120000617,2012-01-09,15:34:00,1,Collision with vehicle,2,Monday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,38486,2,0,0,1,2,3,1,2,T intersection,3,50,Arterial Highway
T20120000616,2012-01-09,18:01:00,1,Collision with vehicle,2,Monday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,958,2,0,1,0,1,2,1,2,T intersection,2,80,Arterial Highway
T20120000610,2012-01-09,16:10:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,60128,2,1,0,1,0,2,1,1,Cross intersection,1,60,Arterial Other
T20120000608,2012-01-09,17:25:00,1,Collision with vehicle,2,Monday,120,HEAD ON (NOT OVERTAKING),1,36638,2,0,0,2,3,5,1,2,T intersection,3,60,Local Road
T20120000603,2012-01-09,19:00:00,2,Struck Pedestrian,2,Monday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,2,273252,1,0,0,2,3,5,1,2,T intersection,3,50,Local Road
T20120002974,2012-01-09,17:30:00,1,Collision with vehicle,2,Monday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,29371,2,0,0,1,1,2,2,1,Cross intersection,3,999,Arterial Other
T20120000905,2012-01-09,17:45:00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH,1,249006,2,0,0,1,1,2,1,2,T intersection,3,60,Local Road
T20120001132,2012-01-09,14:00:00,3,Struck animal,2,Monday,167,STRUCK ANIMAL,1,248944,1,0,0,1,0,1,2,5,Not at intersection,3,100,Local Road
T20120000601,2012-01-09,17:55:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,46224,2,0,0,1,1,2,1,1,Cross intersection,3,60,Local Road
T20120000598,2012-01-09,16:25:00,1,Collision with vehicle,2,Monday,160,VEHICLE COLLIDES WITH VEHICLE PARKED ON LEFT OF ROAD,1,248948,2,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road
T20120000595,2012-01-09,16:15:00,1,Collision with vehicle,2,Monday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,261266,2,0,1,0,1,2,1,1,Cross intersection,2,50,
T20120000593,2012-01-09,15:50:00,1,Collision with vehicle,2,Monday,169,OTHER ON PATH,1,248947,2,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road
T20120000581,2012-01-09,08:58:00,2,Struck Pedestrian,2,Monday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,1,41177,1,0,0,1,1,2,2,2,T intersection,3,50,Local Road
T20120000578,2012-01-09,13:15:00,2,Struck Pedestrian,2,Monday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,273251,1,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road
T20120000574,2012-01-09,12:46:00,2,Struck Pedestrian,2,Monday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,136043,1,0,0,2,0,2,1,5,Not at intersection,3,50,Local Road
T20120000568,2012-01-09,08:40:00,1,Collision with vehicle,2,Monday,143,ENTERING PARKING,1,248931,3,0,1,0,2,3,1,5,Not at intersection,2,50,Arterial Other
T20120000565,2012-01-09,09:03:00,6,Vehicle overturned (no collision),2,Monday,180,OFF CARRIAGEWAY ON RIGHT BEND,1,248930,1,0,0,1,0,1,1,5,Not at intersection,3,50,Arterial Highway
T20120000554,2012-01-09,07:28:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),1,248928,2,0,0,1,1,2,1,5,Not at intersection,3,100,Arterial Other
T20120000545,2012-01-09,02:50:00,4,Collision with a fixed object,2,Monday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,273249,2,0,2,1,1,4,1,5,Not at intersection,2,100,Freeway
T20120000544,2012-01-09,00:40:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,140,2,0,4,1,1,6,1,1,Cross intersection,2,60,Local Road
T20120000557,2012-01-09,09:30:00,5,collision with some other object,2,Monday,166,STRUCK OBJECT ON CARRIAGEWAY,1,249106,2,0,1,0,0,1,1,5,Not at intersection,2,60,Arterial Other
T20120002646,2012-01-09,17:00:00,1,Collision with vehicle,2,Monday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,29372,2,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Highway
T20120000675,2012-01-09,00:45:00,3,Struck animal,2,Monday,167,STRUCK ANIMAL,9,273248,1,0,0,1,0,1,2,5,Not at intersection,3,100,Local Road
T20120001484,2012-01-09,01:30:00,1,Collision with vehicle,1,Monday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),6,273253,2,0,1,0,1,2,2,5,Not at intersection,2,50,Local Road
T20120000728,2012-01-10,17:00:00,1,Collision with vehicle,3,Tuesday,120,HEAD ON (NOT OVERTAKING),1,46787,2,0,0,2,1,3,1,2,T intersection,3,60,Arterial Other
T20120000676,2012-01-10,15:45:00,2,Struck Pedestrian,3,Tuesday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,44346,1,0,1,0,3,4,1,2,T intersection,2,70,Local Road
T20120008211,2012-01-10,07:30:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,1,29868,2,0,0,1,1,2,1,4,Multiple intersection,3,60,Freeway
T20120000686,2012-01-10,11:00:00,4,Collision with a fixed object,3,Tuesday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,248987,1,0,0,1,0,1,2,5,Not at intersection,3,999,Local Road
T20120000632,2012-01-10,08:10:00,4,Collision with a fixed object,3,Tuesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,273259,1,0,1,0,0,1,1,5,Not at intersection,2,60,Arterial Highway
T20120004433,2012-01-10,20:45:00,2,Struck Pedestrian,3,Tuesday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,3,35631,1,0,1,0,1,2,1,1,Cross intersection,2,80,Arterial Highway
T20120000674,2012-01-10,15:10:00,1,Collision with vehicle,3,Tuesday,137,LEFT TURN SIDESWIPE,1,251968,2,0,1,0,1,2,1,2,T intersection,2,70,Local Road
T20120000673,2012-01-10,15:20:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,1,38807,2,0,0,1,3,4,1,2,T intersection,3,60,Arterial Other
