ACCIDENT_NO,PERSON_ID,VEHICLE_ID,SEX,AGE_GROUP,INJ_LEVEL,INJ_LEVEL_DESC,SEATING_POSITION,HELMET_BELT_WORN,ROAD_USER_TYPE,ROAD_USER_TYPE_DESC,LICENCE_STATE,TAKEN_HOSPITAL,EJECTED_CODE
T20200002863,01,A,F,40-49,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20200008308,A,A,F,26-29,4,Not injured,D,1.0,2,Drivers,V,,
T20190005772,B,B,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,9.0
T20230014696,B,B,M,50-59,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20190013107,01,A,M,13-15,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20190011238,B,B,M,Unknown,2,Serious injury,D,6.0,6,Bicyclists,,Y,1.0
T20160013304,A,A,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190020860,C,C,F,40-49,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20190020860,B,B,M,50-59,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20160013304,B,B,M,50-59,3,Other injury,D,1.0,2,Drivers,Z,,0.0
T20200010921,A,A,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190004760,02,B,U,Unknown,3,Other injury,LF,1.0,3,Passengers,,,0.0
T20190020929,A,A,F,50-59,3,Other injury,D,6.0,4,Motorcyclists,V,N,1.0
T20190004760,01,A,M,50-59,3,Other injury,LF,9.0,3,Passengers,,,0.0
T20200013579,B,B,F,60-64,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190016307,A,A,M,70+,4,Not injured,D,1.0,2,Drivers,V,,
T20190023745,C,C,M,40-49,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20210007499,A,A,M,26-29,4,Not injured,D,1.0,2,Drivers,Z,,0.0
T20190014896,A,A,F,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190007205,B,B,M,50-59,3,Other injury,D,6.0,6,Bicyclists,V,Y,9.0
T20200015632,01,,F,50-59,3,Other injury,,8.0,1,Pedestrians,,N,0.0
T20210014337,D,D,F,26-29,2,Serious injury,D,6.0,6,Bicyclists,V,Y,1.0
T20200012421,A,A,M,26-29,3,Other injury,D,9.0,4,Motorcyclists,Z,,9.0
T20190010427,03,B,M,0-4,4,Not injured,LR,3.0,3,Passengers,,,0.0
T20200023228,C,C,M,30-39,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20210014543,01,,M,0-4,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20230004204,A,A,M,40-49,3,Other injury,D,6.0,4,Motorcyclists,V,Y,1.0
T20210005359,02,A,F,40-49,4,Not injured,LF,1.0,3,Passengers,,,
T20190013284,B,B,F,22-25,3,Other injury,D,1.0,2,Drivers,V,Y,0.0
T20200023474,A,A,M,26-29,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190005677,B,B,M,70+,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20180021533,A,A,F,18-21,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20180021754,04,B,M,22-25,4,Not injured,NK,1.0,9,Not Known,,,0.0
T20180021754,01,B,M,18-21,4,Not injured,NK,1.0,9,Not Known,,,0.0
T20180022408,01,B,U,18-21,2,Serious injury,LF,1.0,3,Passengers,,Y,0.0
T20180022408,02,A,M,26-29,3,Other injury,LF,1.0,3,Passengers,,N,0.0
T20180008737,B,B,F,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190002461,C,C,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220014492,04,D,M,22-25,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20230022443,B,B,F,30-39,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20180007469,A,A,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190017903,A,A,M,22-25,4,Not injured,D,8.0,2,Drivers,V,,0.0
T20190009431,B,B,M,65-69,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20200010749,C,C,M,50-59,4,Not injured,D,9.0,2,Drivers,V,,9.0
T20220004388,01,A,M,18-21,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20190019845,B,B,F,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20160009733,A,A,F,50-59,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20200000971,A,A,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190024333,02,B,M,5-12,2,Serious injury,OR,3.0,3,Passengers,,Y,
T20190014973,B,B,F,18-21,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190013680,B,B,M,26-29,2,Serious injury,D,6.0,6,Bicyclists,,Y,1.0
T20190012131,A,A,F,40-49,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20200011753,B,B,F,50-59,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20190006739,C,C,F,30-39,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20220016309,A,A,M,65-69,2,Serious injury,D,2.0,2,Drivers,V,Y,1.0
T20200005834,A,A,M,40-49,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20200005834,B,B,F,70+,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20200005518,A,A,M,26-29,4,Not injured,D,9.0,2,Drivers,V,,9.0
T20200005518,B,B,F,18-21,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20200004948,B,B,M,26-29,3,Other injury,D,9.0,2,Drivers,V,N,9.0
T20210003380,A,A,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210003380,B,B,M,18-21,2,Serious injury,D,6.0,6,Bicyclists,V,Y,2.0
T20220014441,A,A,U,Unknown,4,Not injured,D,9.0,9,Not Known,Z,,9.0
T20240004077,B,B,M,16-17,3,Other injury,D,6.0,4,Motorcyclists,V,N,1.0
T20200015231,02,B,F,18-21,4,Not injured,NK,9.0,9,Not Known,,,9.0
T20220020284,B,B,M,70+,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20200004829,A,A,M,22-25,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20160023923,A,A,F,22-25,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20190005074,B,B,M,26-29,4,Not injured,D,2.0,2,Drivers,V,,0.0
T20170009303,B,B,M,5-12,3,Other injury,D,6.0,6,Bicyclists,,,2.0
T20190010025,A,A,M,30-39,2,Serious injury,D,6.0,4,Motorcyclists,V,Y,0.0
T20200008728,A,A,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190020442,01,,F,40-49,3,Other injury,,8.0,1,Pedestrians,,,0.0
T20170011129,B,B,M,40-49,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20220017826,B,B,M,30-39,2,Serious injury,D,6.0,6,Bicyclists,V,Y,1.0
T20190020314,A,A,M,60-64,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20200004829,B,B,M,40-49,3,Other injury,D,6.0,6,Bicyclists,V,N,1.0
T20190012879,A,A,M,65-69,3,Other injury,D,1.0,2,Drivers,V,Y,
T20200005086,D,D,U,Unknown,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20200002302,A,A,F,22-25,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20190021252,A,A,M,60-64,3,Other injury,D,6.0,4,Motorcyclists,S,N,0.0
T20170015928,A,A,M,30-39,4,Not injured,D,9.0,2,Drivers,V,,
T20170015928,B,B,F,50-59,3,Other injury,D,1.0,2,Drivers,V,,
T20160015532,A,A,M,70+,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20200003234,C,C,M,18-21,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20170009918,01,,F,30-39,3,Other injury,,8.0,1,Pedestrians,,,0.0
T20220014220,01,,F,30-39,3,Other injury,,8.0,1,Pedestrians,,N,0.0
T20190001005,A,A,M,30-39,2,Serious injury,D,9.0,4,Motorcyclists,V,Y,1.0
T20190017740,01,A,F,18-21,1,Fatality,LF,1.0,3,Passengers,,,0.0
T20240003425,A,A,F,70+,2,Serious injury,D,5.0,2,Drivers,V,Y,0.0
T20230017655,B,B,M,50-59,2,Serious injury,D,2.0,2,Drivers,V,Y,0.0
T20190012131,B,B,M,5-12,3,Other injury,D,6.0,6,Bicyclists,,,1.0
T20140003585,B,B,F,22-25,4,Not injured,D,1.0,2,Drivers,V,,
T20240006134,B,B,F,65-69,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20120020439,05,B,F,0-4,4,Not injured,LR,3.0,3,Passengers,,,0.0
T20120020439,A,A,F,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20120019614,A,A,M,26-29,3,Other injury,D,2.0,2,Drivers,V,N,0.0
T20220004872,B,B,M,26-29,3,Other injury,D,9.0,2,Drivers,V,,9.0
T20220004872,C,C,U,Unknown,4,Not injured,D,9.0,2,Drivers,Z,,9.0
T20230015260,B,B,F,65-69,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230019103,B,B,F,40-49,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20240002391,B,B,F,18-21,3,Other injury,D,9.0,6,Bicyclists,,,1.0
T20200016826,A,A,M,40-49,2,Serious injury,D,9.0,2,Drivers,V,Y,9.0
T20120020431,01,A,F,60-64,2,Serious injury,LF,1.0,3,Passengers,V,Y,0.0
T20120020431,A,A,M,60-64,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20120020431,B,B,M,50-59,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230019103,01,A,F,16-17,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20230017049,01,,M,30-39,3,Other injury,,8.0,1,Pedestrians,,N,0.0
T20230017049,A,A,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20120019173,01,A,M,13-15,3,Other injury,LF,1.0,3,Passengers,,,0.0
T20120019173,02,A,M,0-4,3,Other injury,CR,3.0,3,Passengers,,,0.0
T20120019173,B,B,F,50-59,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20120019173,A,A,F,22-25,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20120020478,A,A,M,18-21,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20120021842,A,A,M,40-49,2,Serious injury,D,6.0,6,Bicyclists,,Y,1.0
T20120021842,B,B,M,30-39,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20120021842,C,C,M,50-59,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20120020634,A,A,M,40-49,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20120020634,B,B,F,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20120021164,A,A,F,18-21,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20120021164,B,B,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230021521,A,A,U,Unknown,4,Not injured,NK,9.0,2,Drivers,Z,,9.0
T20230025002,B,B,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230025002,01,A,F,50-59,3,Other injury,RR,1.0,3,Passengers,,N,0.0
T20230025002,02,A,F,50-59,4,Not injured,LR,1.0,3,Passengers,,,0.0
T20120018902,01,A,M,22-25,3,Other injury,LF,1.0,3,Passengers,V,N,0.0
T20120018902,A,A,F,22-25,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20120018902,B,B,F,18-21,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20120018902,02,B,M,18-21,4,Not injured,LF,1.0,3,Passengers,V,,0.0
T20120019921,06,A,M,30-39,4,Not injured,NK,9.0,3,Passengers,V,,0.0
T20120019921,14,A,F,18-21,4,Not injured,NK,9.0,3,Passengers,V,,0.0
T20120019921,07,A,F,30-39,4,Not injured,NK,9.0,3,Passengers,V,,0.0
T20120019921,15,A,M,40-49,4,Not injured,NK,9.0,3,Passengers,V,,0.0
T20120019921,08,A,M,40-49,4,Not injured,NK,9.0,3,Passengers,V,,0.0
T20120019921,16,A,F,70+,4,Not injured,NK,9.0,3,Passengers,V,,0.0
T20120019921,02,A,U,70+,3,Other injury,NK,9.0,3,Passengers,,N,0.0
T20120019921,10,A,M,65-69,4,Not injured,NK,9.0,3,Passengers,V,,0.0
T20120019921,18,A,F,50-59,4,Not injured,NK,9.0,3,Passengers,V,,0.0
T20120019921,03,A,F,40-49,3,Other injury,NK,9.0,3,Passengers,V,N,0.0
T20120019921,11,A,F,60-64,4,Not injured,NK,9.0,3,Passengers,V,,0.0
T20120019921,19,A,U,70+,4,Not injured,NK,9.0,3,Passengers,,,0.0
T20120019921,04,A,F,65-69,3,Other injury,NK,9.0,3,Passengers,,N,0.0
T20120019921,12,A,M,70+,4,Not injured,NK,9.0,3,Passengers,V,,0.0
T20120019921,A,A,M,40-49,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20120019921,01,A,F,13-15,3,Other injury,NK,9.0,3,Passengers,,N,0.0
T20120019921,09,A,U,30-39,4,Not injured,NK,9.0,3,Passengers,,,0.0
T20120019921,17,A,M,65-69,4,Not injured,NK,9.0,3,Passengers,V,,0.0
T20120019921,05,A,F,30-39,3,Other injury,NK,9.0,3,Passengers,V,N,0.0
T20120019921,13,A,M,50-59,4,Not injured,NK,9.0,3,Passengers,V,,0.0
T20120019921,B,B,M,50-59,4,Not injured,D,9.0,2,Drivers,N,,0.0
T20210015815,A,A,F,50-59,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20210015815,B,B,U,Unknown,4,Not injured,NK,9.0,2,Drivers,Z,,
T20120019720,A,A,F,26-29,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20120020904,A,A,M,22-25,2,Serious injury,D,9.0,2,Drivers,V,Y,0.0
T20120021718,A,A,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20120021718,B,B,F,65-69,3,Other injury,D,6.0,6,Bicyclists,V,N,1.0
T20120018751,B,B,F,40-49,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20120018751,A,A,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230019423,01,A,F,40-49,4,Not injured,LF,9.0,3,Passengers,,,0.0
T20230019423,03,A,M,13-15,4,Not injured,OR,9.0,3,Passengers,,,0.0
T20230019423,04,A,M,5-12,4,Not injured,OR,9.0,3,Passengers,,,0.0
T20230025002,A,A,F,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190013811,01,B,M,30-39,4,Not injured,LF,1.0,3,Passengers,,,
T20190013811,02,B,M,5-12,4,Not injured,CF,3.0,3,Passengers,,,
T20190013811,03,B,F,5-12,4,Not injured,CR,3.0,3,Passengers,,,
T20190013811,A,A,M,50-59,3,Other injury,D,1.0,2,Drivers,V,,
T20240010506,B,B,F,22-25,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240010506,A,A,F,60-64,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230028793,03,A,F,18-21,4,Not injured,CR,1.0,3,Passengers,,,9.0
T20210020534,A,A,M,65-69,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240004250,C,C,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240016545,01,A,M,26-29,3,Other injury,LF,1.0,3,Passengers,,,0.0
T20240016545,A,A,M,50-59,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20240014683,A,A,M,26-29,1,Fatality,D,6.0,4,Motorcyclists,V,Y,1.0
T20230030942,02,B,F,70+,1,Fatality,LR,1.0,3,Passengers,,N,0.0
T20230030942,A,A,M,65-69,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20230030942,C,C,M,40-49,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230030942,B,B,M,22-25,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20230030942,01,B,F,26-29,2,Serious injury,LF,1.0,3,Passengers,,Y,0.0
T20240002741,B,B,M,18-21,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240002741,02,B,M,18-21,4,Not injured,LR,1.0,3,Passengers,,,0.0
T20240002741,01,B,F,18-21,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20240002741,A,A,M,18-21,1,Fatality,D,6.0,4,Motorcyclists,Z,,1.0
T20240033365,A,A,M,22-25,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240012495,01,,F,22-25,3,Other injury,,8.0,1,Pedestrians,,,0.0
T20240008711,01,,M,50-59,1,Fatality,,8.0,1,Pedestrians,,Y,0.0
T20240008711,B,B,M,22-25,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240008711,A,A,M,40-49,4,Not injured,D,9.0,2,Drivers,Z,,0.0
T20240012872,C,C,M,30-39,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240012872,A,A,M,30-39,1,Fatality,D,6.0,4,Motorcyclists,V,,1.0
T20240012872,B,B,M,60-64,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240001241,A,A,F,70+,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240001241,01,,M,70+,1,Fatality,,8.0,1,Pedestrians,,Y,0.0
T20240012495,02,,M,26-29,4,Not injured,,8.0,1,Pedestrians,,,0.0
T20230028793,02,A,M,18-21,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20240019550,A,A,M,50-59,3,Other injury,D,5.0,2,Drivers,V,,9.0
T20240013509,A,A,F,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240013509,B,B,M,40-49,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20240013509,C,C,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20150024952,B,B,M,60-64,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20240002635,A,A,F,70+,3,Other injury,D,9.0,2,Drivers,V,,9.0
T20180003753,C,C,M,18-21,3,Other injury,D,9.0,2,Drivers,D,,0.0
T20190005646,A,A,F,65-69,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20240013681,C,C,M,22-25,2,Serious injury,D,1.0,2,Drivers,V,Y,3.0
T20240009845,B,B,F,50-59,3,Other injury,D,1.0,2,Drivers,N,N,0.0
T20240008654,A,A,F,70+,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20230012415,03,A,M,13-15,1,Fatality,RR,9.0,3,Passengers,,,9.0
T20230012415,05,A,M,13-15,1,Fatality,LR,9.0,3,Passengers,,,9.0
T20240016402,A,A,F,18-21,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230027147,B,B,F,30-39,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20230013189,A,A,F,40-49,3,Other injury,D,1.0,2,Drivers,N,,0.0
T20240007693,B,B,F,40-49,3,Other injury,D,1.0,2,Drivers,O,N,0.0
T20240016557,01,A,M,60-64,4,Not injured,D,9.0,3,Passengers,,,
T20240016557,A,A,M,60-64,3,Other injury,LF,9.0,2,Drivers,V,,0.0
T20190012874,29,B,M,26-29,3,Other injury,OR,9.0,3,Passengers,,,0.0
T20190012874,37,B,F,50-59,3,Other injury,OR,1.0,3,Passengers,,,0.0
T20190012874,45,B,F,40-49,3,Other injury,OR,9.0,3,Passengers,,,0.0
T20190012874,06,B,U,16-17,3,Other injury,OR,1.0,3,Passengers,,N,0.0
T20190012874,14,B,F,18-21,3,Other injury,OR,9.0,3,Passengers,,,0.0
T20230017647,A,A,M,22-25,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230017280,B,B,F,26-29,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20240009930,02,A,M,22-25,4,Not injured,LR,1.0,3,Passengers,,,0.0
T20230001412,A,A,M,30-39,3,Other injury,D,6.0,4,Motorcyclists,V,N,0.0
T20220029627,A,A,F,26-29,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230016637,03,B,F,50-59,4,Not injured,RR,1.0,3,Passengers,,,
T20230016637,02,B,F,30-39,4,Not injured,LR,1.0,3,Passengers,,,
T20230016637,01,B,M,50-59,4,Not injured,LF,1.0,3,Passengers,,,
T20230011685,01,B,M,18-21,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20230011685,C,C,M,18-21,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220029536,A,A,F,30-39,4,Not injured,D,9.0,2,Drivers,V,,
T20220029536,B,B,F,26-29,3,Other injury,D,1.0,2,Drivers,V,,
T20200011589,A,A,F,65-69,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220018861,A,A,F,30-39,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20210016285,B,B,M,70+,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20140010309,B,B,F,22-25,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20200004869,A,A,M,50-59,3,Other injury,D,6.0,4,Motorcyclists,V,,1.0
T20190016307,B,B,M,26-29,3,Other injury,D,1.0,2,Drivers,V,,
T20220003026,B,B,M,22-25,2,Serious injury,D,9.0,4,Motorcyclists,O,Y,1.0
T20190023293,01,,F,18-21,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20190022545,01,A,U,5-12,3,Other injury,LF,1.0,3,Passengers,,N,0.0
T20130015841,A,A,U,Unknown,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20130015841,B,B,M,16-17,4,Not injured,D,9.0,2,Drivers,Z,,0.0
T20170011161,A,A,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190023293,A,A,M,22-25,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20220010424,B,B,F,50-59,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20160017390,A,A,M,26-29,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20160001824,B,B,F,26-29,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20160001824,C,C,M,22-25,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20160024227,A,A,M,40-49,3,Other injury,D,9.0,2,Drivers,V,N,0.0
T20160024227,01,A,F,26-29,3,Other injury,LF,9.0,3,Passengers,,N,0.0
T20190016066,03,B,U,22-25,3,Other injury,OR,1.0,3,Passengers,,N,0.0
T20190016066,05,B,U,22-25,2,Serious injury,OR,1.0,3,Passengers,,Y,9.0
T20190021161,01,A,M,30-39,4,Not injured,LF,1.0,3,Passengers,,,9.0
T20190012786,B,B,M,70+,2,Serious injury,D,1.0,2,Drivers,N,Y,0.0
T20190021035,C,C,M,30-39,4,Not injured,D,9.0,2,Drivers,V,,9.0
T20190021035,01,A,M,65-69,4,Not injured,NK,9.0,9,Not Known,,,9.0
T20190017926,02,A,M,5-12,4,Not injured,LF,9.0,3,Passengers,,,
T20190019358,A,A,F,16-17,2,Serious injury,D,9.0,2,Drivers,V,Y,0.0
T20190008994,A,A,M,70+,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190018348,A,A,M,26-29,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190024014,01,B,F,70+,2,Serious injury,LF,1.0,3,Passengers,,Y,
T20120010566,B,B,M,40-49,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20190022489,C,C,M,40-49,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20190006543,A,A,F,50-59,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20190014891,B,B,M,60-64,4,Not injured,D,9.0,2,Drivers,V,,
T20190014891,A,A,F,30-39,3,Other injury,D,9.0,2,Drivers,V,,
T20190017280,01,,M,22-25,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20210021604,C,C,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20200019793,02,B,F,5-12,4,Not injured,CR,3.0,3,Passengers,,,
T20190016206,A,A,M,26-29,3,Other injury,D,9.0,2,Drivers,V,,0.0
T20210008966,A,A,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20180019431,C,C,M,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20180019750,A,A,M,30-39,4,Not injured,D,1.0,2,Drivers,T,,0.0
T20240001952,A,A,M,30-39,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20190020865,A,A,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20210016785,A,A,F,50-59,2,Serious injury,D,1.0,2,Drivers,V,Y,
T20220023692,A,A,M,60-64,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20230005147,A,A,F,70+,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20230007106,B,B,M,26-29,4,Not injured,D,9.0,2,Drivers,V,,
T20220009915,B,B,U,Unknown,3,Other injury,D,1.0,2,Drivers,Z,,9.0
T20170002974,B,B,F,70+,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20160020594,C,C,M,50-59,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20200000242,A,A,M,40-49,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20190021366,02,B,F,30-39,4,Not injured,LF,1.0,3,Passengers,,,0.0
T20220016248,A,A,M,18-21,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20220022359,B,B,F,40-49,3,Other injury,D,1.0,2,Drivers,V,,
T20190018348,B,B,F,26-29,3,Other injury,D,1.0,2,Drivers,V,,0.0
T20170001967,A,A,M,30-39,3,Other injury,D,9.0,2,Drivers,V,Y,
T20200004245,B,B,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20200003675,B,B,M,40-49,2,Serious injury,D,6.0,6,Bicyclists,V,Y,0.0
T20220014878,B,B,F,65-69,2,Serious injury,D,9.0,2,Drivers,V,Y,
T20200007168,A,A,M,13-15,3,Other injury,D,7.0,6,Bicyclists,,N,1.0
T20180012134,01,B,M,26-29,3,Other injury,LF,9.0,3,Passengers,,,
T20180012134,A,A,M,40-49,4,Not injured,D,9.0,2,Drivers,V,,
T20180012134,B,B,F,26-29,3,Other injury,D,9.0,2,Drivers,V,,
T20170014226,A,A,M,40-49,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20140024130,01,B,F,60-64,2,Serious injury,LF,9.0,3,Passengers,,Y,0.0
T20210000106,A,A,F,26-29,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20150001922,B,B,M,70+,1,Fatality,D,6.0,6,Bicyclists,,N,1.0
T20190006513,A,A,M,22-25,3,Other injury,D,9.0,2,Drivers,V,N,0.0
T20240011774,B,B,F,22-25,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20200007747,A,A,M,70+,3,Other injury,D,9.0,2,Drivers,V,N,0.0
T20140005698,A,A,M,18-21,2,Serious injury,D,1.0,2,Drivers,V,Y,
T20190006940,01,A,F,70+,3,Other injury,LF,1.0,3,Passengers,,N,0.0
T20190006940,A,A,M,70+,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20170024799,B,B,F,30-39,2,Serious injury,D,1.0,2,Drivers,V,Y,0.0
T20190025751,B,B,M,30-39,3,Other injury,D,1.0,2,Drivers,V,N,0.0
T20180011629,A,A,M,50-59,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190011141,04,B,F,65-69,3,Other injury,LF,9.0,3,Passengers,,,
T20210013215,B,B,F,70+,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20190024165,A,A,M,18-21,4,Not injured,D,9.0,2,Drivers,V,,9.0
T20150024004,A,A,M,40-49,3,Other injury,D,9.0,6,Bicyclists,V,,1.0
T20190020605,A,A,F,30-39,4,Not injured,D,1.0,2,Drivers,V,,0.0
T20200011743,B,B,F,26-29,4,Not injured,D,9.0,2,Drivers,V,,0.0
T20180023648,01,,F,26-29,2,Serious injury,,8.0,1,Pedestrians,,Y,0.0
T20180000554,01,B,M,5-12,2,Serious injury,LF,1.0,3,Passengers,,Y,0.0
T20200010507,B,B,M,65-69,3,Other injury,D,6.0,6,Bicyclists,V,N,1.0
T20180023843,A,A,F,18-21,2,Serious injury,D,5.0,2,Drivers,V,Y,0.0
